Round,Pick,Pick Value,Value Standardization,Year,Player,Pos.,College,Original Pick,Drafting Team,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,Year,WS Standardized,Value
2,53,110,0.010178117,2003,Tommy Smith#,PF,Arizona State,CHI,Chicago Bulls ,0,0,0,0,0,0,,,,,,,,0,,,0,2003,0.002534854,-0.007643263
2,54,100,0.007633588,2003,Nedžad Sinanovi?#,C,,POR,Portland Trail Blazers,0,0,0,0,0,0,,,,,,,,0,,,0,2003,0.002534854,-0.005098734
2,55,90,0.005089059,2003,Rick Rickert#,PF,Minnesota,MIN,Minnesota Timberwolves,0,0,0,0,0,0,,,,,,,,0,,,0,2003,0.002534854,-0.002554204
2,56,90,0.005089059,2003,Brandon Hunter,PF,Ohio University,BOS,Boston Celtics ,2,67,630,220,187,22,0.476,0,0.488,9.4,3.3,2.8,0.3,0.7,0.055,-3.7,-0.3,2003,0.005492184,0.000403126
2,57,80,0.002544529,2003,Xue Yuyang#,C,,DAL,Denver Nuggets,0,0,0,0,0,0,,,,,,,,0,,,0,2003,0.002534854,-9.67502E-06
2,58,70,0,2003,Andreas Glyniadakis,C,,DET,Detroit Pistons ,1,13,81,17,8,1,0.471,,0.5,6.2,1.3,0.6,0.1,-0.2,-0.143,-14,-0.2,2003,0.001689903,0.001689903
1,1,4000,1,2002,Yao Ming^,C,,HOU,Houston Rockets,8,486,15818,9247,4494,769,0.524,0.2,0.833,32.5,19,9.2,1.6,65.9,0.2,3.2,20.7,2002,0.717321998,-0.282678002
1,2,3100,0.770992366,2002,Jay Williams,PG,Duke,CHI,Chicago Bulls,1,75,1961,714,195,350,0.399,0.322,0.64,26.1,9.5,2.6,4.7,0.8,0.02,-2,0,2002,0.025504782,-0.745487584
1,3,2670,0.661577608,2002,Mike Dunleavy Jr.,SF/SG,Duke,GSW,Golden State Warriors,15,986,27340,11048,4211,2185,0.441,0.377,0.803,27.7,11.2,4.3,2.2,58.5,0.103,0.3,15.7,2002,0.638682253,-0.022895355
1,4,2410,0.595419847,2002,Drew Gooden,PF/C,Kansas,MEM,Vancouver/Memphis Grizzlies,14,790,20127,8653,5618,896,0.462,0.257,0.76,25.5,11,7.1,1.1,43.9,0.105,-1.2,4.3,2002,0.483528162,-0.111891686
1,5,2240,0.55216285,2002,Nikoloz Tskitishvili,PF/C,,DEN,Denver Nuggets,4,172,1946,507,307,114,0.304,0.235,0.73,11.3,2.9,1.8,0.7,-1.6,-0.039,-6.1,-2,2002,0,-0.55216285
1,6,2110,0.519083969,2002,Dajuan Wagner,PG,Memphis,CLE,Cleveland Cavaliers,4,103,2202,964,142,195,0.366,0.321,0.77,21.4,9.4,1.4,1.9,0,0,-4.9,-1.6,2002,0.017003188,-0.502080781
1,7,2000,0.491094148,2002,Nenê,C/PF,,NYK,Denver Nuggets,17,965,25237,10909,5828,1719,0.548,0.132,0.66,26.2,11.3,6,1.8,73.3,0.139,1,18.8,2002,0.795961743,0.304867595
1,8,1910,0.468193384,2002,Chris Wilcox,PF/C,Maryland,LAC,Los Angeles Clippers ,11,628,12474,5150,3076,455,0.541,0,0.643,19.9,8.2,4.9,0.7,26.9,0.103,-1.6,1.2,2002,0.302869288,-0.165324096
1,9,1830,0.44783715,2002,Amar'e Stoudemire*~,PF/C,,PHO,Phoenix Suns,14,846,26254,15994,6632,1050,0.537,0.236,0.761,31,18.9,7.8,1.2,92.5,0.169,1.3,22,2002,1,0.55216285
1,10,1720,0.419847328,2002,Caron Butler+,SF,UConn,MIA,Miami Heat,14,881,28333,12430,4387,2007,0.434,0.348,0.847,32.2,14.1,5,2.3,50.9,0.086,-0.2,12.6,2002,0.557917109,0.138069781
1,11,1600,0.389312977,2002,Jared Jeffries,PF/C,Indiana,WAS,Washington Bullets/Wizards,11,629,13579,3003,2563,798,0.426,0.25,0.583,21.6,4.8,4.1,1.3,13.1,0.046,-2.4,-1.5,2002,0.156216791,-0.233096186
1,12,1500,0.363867684,2002,Melvin Ely,C/PF,Fresno State,LAC,Los Angeles Clippers,9,375,6005,1992,1215,261,0.46,0,0.625,16,5.3,3.2,0.7,4,0.032,-4,-3.1,2002,0.059511158,-0.304356526
1,13,1400,0.338422392,2002,Marcus Haislip,PF,Tennessee,MIL,Milwaukee Bucks,4,89,854,311,131,16,0.437,0.35,0.659,9.6,3.5,1.5,0.2,0.5,0.026,-4.7,-0.6,2002,0.022316684,-0.316105707
1,14,1320,0.318066158,2002,Fred Jones,SG,Oregon,IND,Indiana Pacers,7,430,10299,3206,958,990,0.411,0.353,0.809,24,7.5,2.2,2.3,16.5,0.077,-1,2.6,2002,0.192348565,-0.125717592
1,15,1240,0.297709924,2002,Boštjan Nachbar,SF/PF,,HOU,Houston Rockets ,6,317,5628,2252,836,283,0.406,0.375,0.784,17.8,7.1,2.6,0.9,8.7,0.074,-1.6,0.6,2002,0.109458023,-0.1882519
1,16,1180,0.282442748,2002,Ji?í Welsch,SG/SF,,PHI,Golden State Warriors,4,247,4596,1519,602,375,0.403,0.343,0.752,18.6,6.1,2.4,1.5,5.7,0.059,-1.9,0.1,2002,0.077577046,-0.204865702
1,17,1130,0.269720102,2002,Juan Dixon,PG,Maryland,WAS,Washington Bullets/Wizards,7,436,8509,3678,816,775,0.413,0.341,0.833,19.5,8.4,1.9,1.8,6.1,0.034,-2.1,-0.3,2002,0.081827843,-0.187892259
1,18,1080,0.256997455,2002,Curtis Borchardt,C,Stanford,ORL,Utah Jazz,2,83,1117,258,278,64,0.421,0,0.742,13.5,3.1,3.3,0.8,1,0.041,-3.8,-0.5,2002,0.027630181,-0.229367275
1,19,1030,0.244274809,2002,Ryan Humphrey,PF,Notre Dame,UTA,Orlando Magic,3,85,772,197,189,18,0.344,0,0.539,9.1,2.3,2.2,0.2,-0.4,-0.027,-8.1,-1.2,2002,0.012752391,-0.231522418
1,20,980,0.231552163,2002,Kareem Rush,SG,Missouri,TOR,Los Angeles Lakers,7,346,5956,2213,572,353,0.4,0.358,0.703,17.2,6.4,1.7,1,1.7,0.013,-3.2,-1.8,2002,0.035069075,-0.196483087
1,21,920,0.216284987,2002,Qyntel Woods,SF,Northeast Mississippi Community College,POR,Portland Trail Blazers,4,167,2060,691,385,105,0.452,0.357,0.603,12.3,4.1,2.3,0.6,1.4,0.032,-2.7,-0.4,2002,0.031880978,-0.18440401
1,22,860,0.201017812,2002,Casey Jacobsen,SG,Stanford,PHO,Phoenix Suns ,4,287,5320,1488,516,304,0.393,0.352,0.769,18.5,5.2,1.8,1.1,6.2,0.056,-2.2,-0.3,2002,0.082890542,-0.11812727
1,23,800,0.185750636,2002,Tayshaun Prince,SF,Kentucky,DET,Detroit Pistons,14,1017,31576,11272,4332,2406,0.455,0.367,0.756,31,11.1,4.3,2.4,63.1,0.096,0.3,18,2002,0.687566419,0.501815783
1,24,750,0.17302799,2002,Nenad Krsti?,C/PF,,NJN,New Jersey/Brooklyn Nets ,7,419,10547,4210,2261,346,0.494,0.143,0.73,25.2,10,5.4,0.8,21.5,0.098,-2.6,-1.5,2002,0.245483528,0.072455538
1,25,700,0.160305344,2002,Frank Williams,PG,Illinois,DEN,New York Knicks,3,86,952,253,77,166,0.352,0.3,0.833,11.1,2.9,0.9,1.9,0.1,0.003,-3.2,-0.3,2002,0.018065887,-0.142239456
1,26,660,0.150127226,2002,John Salmons,SF/SG,Miami (FL),SAS,Philadelphia 76ers,13,895,23672,8292,2603,2183,0.431,0.366,0.799,26.4,9.3,2.9,2.4,33.9,0.069,-0.9,6.7,2002,0.377258236,0.227131009
1,27,620,0.139949109,2002,Chris Jefferies,SF,Fresno State,LAL,Toronto Raptors,2,72,861,281,88,29,0.383,0.365,0.667,12,3.9,1.2,0.4,-0.5,-0.03,-5.5,-0.8,2002,0.011689692,-0.128259418
1,28,570,0.127226463,2002,Dan Dickau,PG,Gonzaga,SAC,Atlanta Hawks,6,300,4617,1745,405,752,0.401,0.341,0.831,15.4,5.8,1.4,2.5,5.9,0.061,-1.5,0.6,2002,0.079702444,-0.047524019
1,29,520,0.114503817,2002,Forfeited pick,,,,Minnesota Timberwolves ,0,0,0,0,0,0,,,,,,,,0,,,0,2002,0.017003188,-0.097500629
2,30,470,0.10178117,2002,Steve Logan#,PG,Cincinnati,GSW,Golden State Warriors,0,0,0,0,0,0,,,,,,,,0,,,0,2002,0.017003188,-0.084777982
2,31,360,0.073791349,2002,Roger Mason Jr.,SG,Virginia,CHI,Chicago Bulls,10,518,9147,3289,897,677,0.408,0.383,0.866,17.7,6.3,1.7,1.3,13,0.068,-1.4,1.4,2002,0.155154091,0.081362743
2,32,350,0.071246819,2002,Robert Archibald,PF,Illinois,MEM,Vancouver/Memphis Grizzlies,2,44,328,51,69,16,0.283,,0.429,7.5,1.2,1.6,0.4,0,-0.004,-6.1,-0.3,2002,0.017003188,-0.054243631
2,33,330,0.066157761,2002,Vincent Yarbrough,SF,Tennessee,DEN,Denver Nuggets,1,59,1381,406,162,130,0.393,0.269,0.79,23.4,6.9,2.7,2.2,1,0.035,-2.4,-0.1,2002,0.027630181,-0.03852758
2,34,320,0.063613232,2002,Dan Gadzuric,C,UCLA,MIL,Milwaukee Bucks ,10,527,7793,2465,2326,196,0.5,0,0.498,14.8,4.7,4.4,0.4,15.8,0.097,-2.3,-0.7,2002,0.184909671,0.121296439
2,35,300,0.058524173,2002,Carlos Boozer*,PF,Duke,CLE,Cleveland Cavaliers,13,861,26901,13976,8192,1928,0.521,0.071,0.722,31.2,16.2,9.5,2.2,80.3,0.143,1.4,23.1,2002,0.870350691,0.811826518
2,36,290,0.055979644,2002,Miloš Vujani?#,PG,,NYK,New York Knicks,0,0,0,0,0,0,,,,,,,,0,,,0,2002,0.017003188,-0.038976456
2,37,280,0.053435115,2002,David Andersen,C,,ATL,Atlanta Hawks,2,103,1264,501,292,57,0.44,0.347,0.674,12.3,4.9,2.8,0.6,1.5,0.059,-2.9,-0.3,2002,0.032943677,-0.020491438
2,38,270,0.050890585,2002,Tito Maddox,PG,Fresno State,HOU,Houston Rockets ,1,9,35,11,7,5,0.25,0,0.625,3.9,1.2,0.8,0.6,0,-0.011,-1.4,0,2002,0.017003188,-0.033887397
2,39,250,0.045801527,2002,Rod Grizzard#,SG,Alabama,WAS,Washington Bullets/Wizards,0,0,0,0,0,0,,,,,,,,0,,,0,2002,0.017003188,-0.028798339
2,40,240,0.043256997,2002,Juan Carlos Navarro,PG,,WAS,Washington Bullets/Wizards,1,82,2117,896,210,177,0.402,0.361,0.849,25.8,10.9,2.6,2.2,1.4,0.031,-2.3,-0.2,2002,0.031880978,-0.01137602
2,41,230,0.040712468,2002,Mario Kasun,C,,LAC,Los Angeles Clippers,2,73,569,198,188,11,0.467,0,0.636,7.8,2.7,2.6,0.2,0.8,0.069,-7,-0.7,2002,0.025504782,-0.015207686
2,42,220,0.038167939,2002,Ronald Murray,SG,Shaw,MIL,Milwaukee Bucks,8,487,11077,4817,1006,1096,0.414,0.304,0.725,22.7,9.9,2.1,2.3,8.5,0.037,-2.2,-0.5,2002,0.107332625,0.069164686
2,43,210,0.03562341,2002,Jason Jennings#,C,Arkansas State University,POR,Portland Trail Blazers ,0,0,0,0,0,0,,,,,,,,0,,,0,2002,0.017003188,-0.018620222
2,44,200,0.03307888,2002,Lonny Baxter,PF,Maryland,CHI,Chicago Bulls ,4,162,1884,637,477,40,0.466,0.2,0.657,11.6,3.9,2.9,0.2,2.9,0.075,-4.6,-1.2,2002,0.047821467,0.014742586
2,45,190,0.030534351,2002,Sam Clancy#,PF,USC,PHI,Philadelphia 76ers,0,0,0,0,0,0,,,,,,,,0,,,0,2002,0.017003188,-0.013531163
2,46,180,0.027989822,2002,Matt Barnes,SF,UCLA,MEM,Vancouver/Memphis Grizzlies,14,929,21967,7589,4281,1691,0.436,0.335,0.745,23.6,8.2,4.6,1.8,42.8,0.093,-0.1,10.7,2002,0.47183847,0.443848648
2,47,170,0.025445293,2002,Jamal Sampson,C,California,UTA,Orlando Magic,5,72,631,142,242,26,0.491,0,0.537,8.8,2,3.4,0.4,1.4,0.106,-2.3,-0.1,2002,0.031880978,0.006435685
2,48,160,0.022900763,2002,Chris Owens,PF,Texas,MIL,Vancouver/Memphis Grizzlies,1,1,6,4,1,0,0.667,,,6,4,1,0,0,-0.032,-0.5,0,2002,0.017003188,-0.005897575
2,49,150,0.020356234,2002,Peter Fehse#,PF,,SEA,Seattle/Oklahoma City Thunder ,0,0,0,0,0,0,,,,,,,,0,,,0,2002,0.017003188,-0.003353046
2,50,140,0.017811705,2002,Darius Songaila,PF,Wake Forest,BOS,Boston Celtics,8,495,9229,3415,1689,589,0.499,0.158,0.844,18.6,6.9,3.4,1.2,15.9,0.083,-2.1,-0.2,2002,0.18597237,0.168160665
2,51,130,0.015267176,2002,Federico Kammerichs#,SF,,POR,Portland Trail Blazers,0,0,0,0,0,0,,,,,,,,0,,,0,2002,0.017003188,0.001736013
2,52,120,0.012722646,2002,Marcus Taylor#,PG,Michigan State,MIN,Minnesota Timberwolves,0,0,0,0,0,0,,,,,,,,0,,,0,2002,0.017003188,0.004280542
2,53,110,0.010178117,2002,Rasual Butler,SF,La Salle,MIA,Miami Heat ,13,809,17219,6092,1934,658,0.403,0.362,0.747,21.3,7.5,2.4,0.8,20.8,0.058,-1.4,2.6,2002,0.238044633,0.227866516
2,54,100,0.007633588,2002,Tamar Slay,SG,Marshall,NJN,New Jersey/Brooklyn Nets ,3,66,517,173,70,31,0.361,0.265,0.538,7.8,2.6,1.1,0.5,-0.3,-0.029,-5.7,-0.5,2002,0.01381509,0.006181503
2,55,90,0.005089059,2002,Mladen Šekularac#,SG,,DAL,Dallas Mavericks,0,0,0,0,0,0,,,,,,,,0,,,0,2002,0.017003188,0.01191413
2,56,90,0.005089059,2002,Luis Scola,PF,,SAS,San Antonio Spurs ,10,743,19001,8882,4941,1194,0.493,0.339,0.74,25.6,12,6.7,1.6,45.7,0.115,-0.7,6.4,2002,0.502656748,0.49756769
2,57,80,0.002544529,2002,Randy Holcomb,PF,San Diego State,SAS,Philadelphia 76ers,1,4,11,2,1,0,1,,,2.8,0.5,0.3,0,0,0.15,-1.7,0,2002,0.017003188,0.014458659
2,58,70,0,2002,Corsley Edwards,PF,Central Connecticut State University,SAC,Sacramento Kings,1,10,110,27,25,3,0.323,,0.583,11,2.7,2.5,0.3,0.1,0.026,-6.2,-0.1,2002,0.018065887,0.018065887
1,1,4000,1,2001,Kwame Brown,C,,WAS,Washington Bullets/Wizards,12,607,13389,4035,3333,554,0.492,0.111,0.57,22.1,6.6,5.5,0.9,20.8,0.074,-2.4,-1.3,2001,0.150826446,-0.849173554
1,2,3100,0.770992366,2001,Tyson Chandler*,C,,LAC,Chicago Bulls,19,1160,31617,9509,10467,967,0.597,0,0.644,27.3,8.2,9,0.8,102.1,0.155,0.1,16.9,2001,0.710743802,-0.060248565
1,3,2670,0.661577608,2001,Pau Gasol*~,PF/C,,ATL,Vancouver/Memphis Grizzlies,18,1226,41001,20894,11305,3925,0.507,0.368,0.753,33.4,17,9.2,3.2,144.1,0.169,3.6,57.5,2001,1,0.338422392
1,4,2410,0.595419847,2001,Eddy Curry,C,,CHI,Chicago Bulls,11,527,13109,6820,2725,287,0.545,1,0.642,24.9,12.9,5.2,0.5,21.7,0.08,-2.4,-1.3,2001,0.157024793,-0.438395054
1,5,2240,0.55216285,2001,Jason Richardson,SG,Michigan State,GSW,Golden State Warriors,13,857,29241,14644,4245,2284,0.438,0.37,0.707,34.1,17.1,5,2.7,59.1,0.097,1.2,23.8,2001,0.414600551,-0.137562299
1,6,2110,0.519083969,2001,Shane Battier,SF,Duke,MEM,Vancouver/Memphis Grizzlies,13,977,30004,8408,4082,1717,0.437,0.384,0.743,30.7,8.6,4.2,1.8,75.7,0.121,1.7,28.2,2001,0.52892562,0.00984165
1,7,2000,0.491094148,2001,Eddie Griffin,PF,Seton Hall,NJN,Houston Rockets,5,303,6729,2171,1744,236,0.377,0.315,0.671,22.2,7.2,5.8,0.8,10.9,0.078,-0.4,2.8,2001,0.082644628,-0.408449519
1,8,1910,0.468193384,2001,DeSagana Diop,C,,CLE,Cleveland Cavaliers,12,601,8403,1185,2219,270,0.427,0.167,0.467,14,2,3.7,0.4,12.8,0.073,-1.9,0.2,2001,0.095730028,-0.372463357
1,9,1830,0.44783715,2001,Rodney White,SF/PF,UNC Charlotte,DET,Detroit Pistons,4,218,3354,1540,485,237,0.424,0.314,0.749,15.4,7.1,2.2,1.1,1.8,0.026,-2.2,-0.2,2001,0.019972452,-0.427864698
1,10,1720,0.419847328,2001,Joe Johnson*,SG,Arkansas,BOS,Boston Celtics,17,1276,44234,20405,5059,5001,0.441,0.371,0.802,34.7,16,4,3.9,82.8,0.09,0.4,26.4,2001,0.577823691,0.157976363
1,11,1600,0.389312977,2001,Kedrick Brown,SF,Okaloosa-Walton Community College,BOS,Boston Celtics ,4,143,1935,509,347,103,0.405,0.274,0.64,13.5,3.6,2.4,0.7,3,0.074,-1.1,0.4,2001,0.028236915,-0.361076062
1,12,1500,0.363867684,2001,Vladimir Radmanovi?,PF,,SEA,Seattle/Oklahoma City Thunder ,12,737,16164,5879,2784,998,0.415,0.378,0.758,21.9,8,3.8,1.4,26.5,0.079,-0.1,7.6,2001,0.190082645,-0.17378504
1,13,1400,0.338422392,2001,Richard Jefferson,SF,Arizona,HOU,New Jersey/Brooklyn Nets ,17,1181,34293,14904,4720,2412,0.464,0.376,0.768,29,12.6,4,2,83,0.116,0.2,19.4,2001,0.579201102,0.24077871
1,14,1320,0.318066158,2001,Troy Murphy,PF,Notre Dame,GSW,Golden State Warriors ,12,729,19921,7860,5708,1088,0.445,0.388,0.785,27.3,10.8,7.8,1.5,50.3,0.121,0.1,10.6,2001,0.35399449,0.035928333
1,15,1240,0.297709924,2001,Steven Hunter,C,DePaul,ORL,Orlando Magic,8,400,5993,1817,1264,79,0.56,0,0.485,15,4.5,3.2,0.2,10.6,0.085,-2.3,-0.5,2001,0.080578512,-0.217131411
1,16,1180,0.282442748,2001,Kirk Haston,PF,Indiana,CHH,Charlotte Hornets/Bobcats,2,27,134,32,27,8,0.232,0,0.5,5,1.2,1,0.3,-0.5,-0.197,-13.3,-0.4,2001,0.004132231,-0.278310517
1,17,1130,0.269720102,2001,Michael Bradley,PF,Villanova,TOR,Toronto Raptors,5,173,2016,483,591,93,0.477,0.143,0.511,11.7,2.8,3.4,0.5,2,0.047,-4,-1,2001,0.021349862,-0.24837024
1,18,1080,0.256997455,2001,Jason Collins,C,Stanford,HOU,New Jersey/Brooklyn Nets ,13,735,14974,2621,2706,626,0.411,0.206,0.647,20.4,3.6,3.7,0.9,20.1,0.064,-3.7,-6.6,2001,0.14600551,-0.110991946
1,19,1030,0.244274809,2001,Zach Randolph*,PF,Michigan State,POR,Portland Trail Blazers,17,1116,34616,18578,10208,2049,0.471,0.273,0.764,31,16.6,9.1,1.8,81.1,0.112,0.2,18.8,2001,0.566115702,0.321840893
1,20,980,0.231552163,2001,Brendan Haywood,C,UNC,CLE,Orlando Magic,13,816,18680,5538,4875,442,0.528,0,0.587,22.9,6.8,6,0.5,43.8,0.113,-1.4,2.9,2001,0.30922865,0.077676487
1,21,920,0.216284987,2001,Joseph Forte,SG,UNC,BOS,Boston Celtics ,2,25,125,30,17,17,0.234,0,0.8,5,1.2,0.7,0.7,-0.4,-0.166,-8.6,-0.2,2001,0.004820937,-0.211464051
1,22,860,0.201017812,2001,Jeryl Sasser,SG,SMU,ORL,Orlando Magic ,2,82,1061,204,191,67,0.303,0.295,0.687,12.9,2.5,2.3,0.8,0.7,0.032,-2.5,-0.1,2001,0.012396694,-0.188621117
1,23,800,0.185750636,2001,Brandon Armstrong,SG,Pepperdine,HOU,New Jersey/Brooklyn Nets ,3,108,699,239,63,24,0.352,0.333,0.6,6.5,2.2,0.6,0.2,-0.6,-0.039,-7.9,-1,2001,0.003443526,-0.18230711
1,24,750,0.17302799,2001,Raúl López,PG,,UTA,Utah Jazz,2,113,2135,733,194,428,0.429,0.346,0.853,18.9,6.5,1.7,3.8,2.1,0.047,-2.4,-0.2,2001,0.022038567,-0.150989422
1,25,700,0.160305344,2001,Gerald Wallace+,SF,Alabama,SAC,Sacramento Kings,14,832,24731,9933,4838,1725,0.469,0.312,0.709,29.7,11.9,5.8,2.1,59.7,0.116,1.8,23.5,2001,0.418732782,0.258427439
1,26,660,0.150127226,2001,Samuel Dalembert,C,Seton Hall,PHI,Philadelphia 76ers,13,886,21646,6814,6942,465,0.521,0.083,0.706,24.4,7.7,7.8,0.5,51.3,0.114,-1.1,4.6,2001,0.360881543,0.210754316
1,27,620,0.139949109,2001,Jamaal Tinsley,PG,Iowa State,MEM,Indiana Pacers,11,547,14443,4652,1605,3330,0.393,0.299,0.716,26.4,8.5,2.9,6.1,17.2,0.057,0,7.1,2001,0.126033058,-0.013916052
1,28,570,0.127226463,2001,Tony Parker*,PG,,SAS,San Antonio Spurs,18,1254,38279,19473,3396,7036,0.491,0.324,0.751,30.5,15.5,2.7,5.6,111.3,0.14,1.1,30.1,2001,0.774104683,0.64687822
1,29,520,0.114503817,2001,Forfeited pick,,,,Minnesota Timberwolves ,0,0,0,0,0,0,,,,,,,,0,,,0,2001,0.007575758,-0.106928059
2,30,470,0.10178117,2001,Trenton Hassell,SG,Austin Peay State University,CHI,Chicago Bulls,9,644,16278,3741,1826,1132,0.445,0.318,0.765,25.3,5.8,2.8,1.8,13.8,0.041,-2.9,-3.7,2001,0.10261708,0.000835909
2,31,360,0.073791349,2001,Gilbert Arenas*,PG,Arizona,GSW,Golden State Warriors,11,552,19351,11402,2168,2909,0.421,0.351,0.803,35.1,20.7,3.9,5.3,51.3,0.127,2.6,22.3,2001,0.360881543,0.287090194
2,32,350,0.071246819,2001,Omar Cook,PG,St. John's,ORL,Denver Nuggets,2,22,213,37,13,46,0.333,0,0.5,9.7,1.7,0.6,2.1,-0.1,-0.021,-2.7,0,2001,0.006887052,-0.064359767
2,33,330,0.066157761,2001,Will Solomon,PG,Clemson,MEM,Vancouver/Memphis Grizzlies,2,115,1584,584,132,225,0.378,0.298,0.692,13.8,5.1,1.1,2,0,0,-3.3,-0.5,2001,0.007575758,-0.058582003
2,34,320,0.063613232,2001,Brian Scalabrine,SF,Maryland,ATL,New Jersey/Brooklyn Nets ,3,139,1934,472,377,93,0.407,0.196,0.711,13.9,3.4,2.7,0.7,1,0.025,-2.8,-0.4,2001,0.01446281,-0.049150422
2,35,300,0.058524173,2001,Terence Morris,PF,USC,NJN,Atlanta Hawks,11,520,6772,1594,1034,436,0.39,0.344,0.783,13,3.1,2,0.8,7.6,0.054,-2.7,-1.2,2001,0.059917355,0.001393182
2,36,290,0.055979644,2001,Jeff Trepagnier,SG,USC,CLE,Cleveland Cavaliers,3,31,270,88,43,22,0.337,0.462,0.7,8.7,2.8,1.4,0.7,-0.2,-0.038,-2.8,-0.1,2001,0.006198347,-0.049781297
2,37,280,0.053435115,2001,Damone Brown,SF,Syracuse,PHI,Philadelphia 76ers ,4,39,351,108,52,19,0.336,0.286,0.667,9,2.8,1.3,0.5,-0.7,-0.1,-8.5,-0.6,2001,0.002754821,-0.050680294
2,38,270,0.050890585,2001,Mehmet Okur+,C,,DET,Detroit Pistons,10,634,18429,8561,4436,1089,0.458,0.375,0.797,29.1,13.5,7,1.7,54.7,0.142,1.1,14.5,2001,0.384297521,0.333406935
2,39,250,0.045801527,2001,Michael Wright[6]#,PF,Arizona,NYK,New York Knicks ,0,0,0,0,0,0,,,,,,,,0,,,0,2001,0.007575758,-0.038225769
2,40,240,0.043256997,2001,Earl Watson,PG,UCLA,SEA,Seattle/Oklahoma City Thunder ,13,878,19494,5593,1985,3871,0.411,0.324,0.703,22.2,6.4,2.3,4.4,19.2,0.047,-1.4,2.8,2001,0.139807163,0.096550165
2,41,230,0.040712468,2001,Jamison Brewer,PG,Auburn,IND,Indiana Pacers,4,54,468,89,50,56,0.372,0.25,0.393,8.7,1.6,0.9,1,0,-0.001,-2.4,0,2001,0.007575758,-0.033136711
2,42,220,0.038167939,2001,Bobby Simmons,F/G,DePaul,SEA,Seattle/Oklahoma City Thunder ,10,466,11513,4189,1791,710,0.437,0.396,0.823,24.7,9,3.8,1.5,20.1,0.084,-0.7,3.6,2001,0.14600551,0.107837571
2,43,210,0.03562341,2001,Eric Chenowith[7]#,C,Kansas,NYK,New York Knicks ,0,0,0,0,0,0,,,,,,,,0,,,0,2001,0.007575758,-0.028047652
2,44,200,0.03307888,2001,Kyle Hill[8]#,PG,Eastern Illinois University,DAL,Dallas Mavericks ,0,0,0,0,0,0,,,,,,,,0,,,0,2001,0.007575758,-0.025503123
2,45,190,0.030534351,2001,Sean Lampley,SF,California,CHI,Chicago Bulls ,2,45,550,203,94,33,0.463,0,0.691,12.2,4.5,2.1,0.7,1.1,0.096,-1.7,0,2001,0.015151515,-0.015382836
2,46,180,0.027989822,2001,Loren Woods,C,Arizona,MIN,Minnesota Timberwolves,6,215,2428,555,682,74,0.419,0.143,0.642,11.3,2.6,3.2,0.3,3.1,0.062,-2.5,-0.3,2001,0.02892562,0.000935798
2,47,170,0.025445293,2001,Ousmane Cisse[9]#,PF,,DEN,Denver Nuggets ,0,0,0,0,0,0,,,,,,,,0,,,0,2001,0.007575758,-0.017869535
2,48,160,0.022900763,2001,Antonis Fotsis,SF,,MEM,Vancouver/Memphis Grizzlies,1,28,320,108,62,10,0.404,0.304,0.85,11.4,3.9,2.2,0.4,0.1,0.017,-3.4,-0.1,2001,0.008264463,-0.014636301
2,49,150,0.020356234,2001,Ken Johnson,C,Ohio State,MIA,Miami Heat,1,16,156,32,32,0,0.405,,0.333,9.8,2,2,0,0,-0.002,-6.8,-0.2,2001,0.007575758,-0.012780477
2,50,140,0.017811705,2001,Ruben Boumtje-Boumtje,C,Georgetown,POR,Portland Trail Blazers,3,44,276,43,57,6,0.368,,0.556,6.3,1,1.3,0.1,0.2,0.027,-5.4,-0.2,2001,0.008953168,-0.008858537
2,51,130,0.015267176,2001,Alton Ford,PF,Houston,PHO,Phoenix Suns,3,73,524,186,124,11,0.507,,0.697,7.2,2.5,1.7,0.2,0.8,0.074,-6.4,-0.6,2001,0.013085399,-0.002181776
2,52,120,0.012722646,2001,Andre Hutson[10]#,PF,Michigan State,MIL,Milwaukee Bucks,0,0,0,0,0,0,,,,,,,,0,,,0,2001,0.007575758,-0.005146889
2,53,110,0.010178117,2001,Jarron Collins,F/C,Stanford,UTA,Utah Jazz,10,542,8542,2095,1579,419,0.455,0,0.699,15.8,3.9,2.9,0.8,15.7,0.088,-3.1,-2.5,2001,0.115702479,0.105524362
2,54,100,0.007633588,2001,Kenny Satterfield,PG,Cincinnati,DAL,Dallas Mavericks,2,75,1062,321,95,176,0.335,0.218,0.746,14.2,4.3,1.3,2.3,-1.1,-0.051,-4.1,-0.6,2001,0,-0.007633588
2,55,90,0.005089059,2001,Maurice Jeffers[11]#,SG,Saint Louis,SAC,Sacramento Kings,0,0,0,0,0,0,,,,,,,,0,,,0,2001,0.007575758,0.002486699
2,56,90,0.005089059,2001,Robertas Javtokas[12]#,C,,SAS,San Antonio Spurs ,0,0,0,0,0,0,,,,,,,,0,,,0,2001,0.007575758,0.002486699
2,57,80,0.002544529,2001,Alvin Jones,C,Georgia Tech,PHI,Philadelphia 76ers,1,23,126,26,36,3,0.4,,0.5,5.5,1.1,1.6,0.1,0.1,0.034,-8.7,-0.2,2001,0.008264463,0.005719934
2,58,70,0,2001,Bryan Bracey[13]#,SF,Oregon,SAS,San Antonio Spurs,0,0,0,0,0,0,,,,,,,,0,,,0,2001,0.007575758,0.007575758
