Round,Pick,Pick Value,Value Standardization,Year,Player,Pos.,College,Original Pick,Drafting Team,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,Year,WS Standardized,Value
1,10,1720,0.42278481,2012,Austin Rivers,SG,Duke,NOH,New Orleans Hornets/Pelicans,8,544,13325,4964,1130,1250,0.418,0.348,0.64,24.5,9.1,2.1,2.3,11.3,0.041,-3,-3.5,2012,0.150717703,-0.272067107
1,11,1600,0.392405063,2012,Meyers Leonard,C,Illinois,POR,Portland Trail Blazers,8,442,7082,2483,1718,391,0.483,0.392,0.813,16,5.6,3.9,0.9,15.6,0.106,-1.4,1.1,2012,0.20215311,-0.190251953
1,12,1500,0.367088608,2012,Jeremy Lamb,SG,UConn,HOU,Houston Rockets ,8,481,10196,5032,1788,770,0.444,0.339,0.851,21.2,10.5,3.7,1.6,23.4,0.11,0.7,7,2012,0.295454545,-0.071634062
1,13,1400,0.341772152,2012,Kendall Marshall,PG,UNC,PHO,Phoenix Suns,4,160,3083,802,253,779,0.399,0.37,0.611,19.3,5,1.6,4.9,1,0.015,-3.5,-1.1,2012,0.027511962,-0.31426019
1,14,1320,0.321518987,2012,John Henson,PF,UNC,MIL,Milwaukee Bucks ,8,445,8752,3383,2368,496,0.54,0.25,0.568,19.7,7.6,5.3,1.1,20.7,0.113,-0.4,3.4,2012,0.263157895,-0.058361093
1,15,1240,0.301265823,2012,Maurice Harkless,SF,St. John's,PHI,Philadelphia 76ers,8,537,12384,3848,1997,505,0.478,0.325,0.612,23.1,7.2,3.7,0.9,21.9,0.085,-0.5,4.7,2012,0.277511962,-0.023753861
1,16,1180,0.286075949,2012,Royce White,PF,Iowa State,HOU,Houston Rockets ,1,3,9,0,0,0,0,,,3,0,0,0,0,-0.121,-16.9,0,2012,0.015550239,-0.27052571
1,17,1130,0.273417722,2012,Tyler Zeller,C,UNC,DAL,Cleveland Cavaliers,7,412,7250,2871,1816,367,0.509,0.286,0.764,17.6,7,4.4,0.9,17.1,0.113,-2,0,2012,0.220095694,-0.053322028
1,18,1080,0.260759494,2012,Terrence Jones,PF,Kentucky,HOU,Houston Rockets ,6,234,5562,2431,1334,238,0.501,0.297,0.621,23.8,10.4,5.7,1,14.7,0.127,0.5,3.6,2012,0.19138756,-0.069371934
1,19,1030,0.248101266,2012,Andrew Nicholson,PF,St. Bonaventure,ORL,Orlando Magic,5,285,4080,1700,857,126,0.467,0.321,0.773,14.3,6,3,0.4,3.8,0.045,-3.6,-1.6,2012,0.061004785,-0.187096481
1,20,980,0.235443038,2012,Evan Fournier,SG,,DEN,Denver Nuggets,8,518,14713,7306,1419,1344,0.449,0.376,0.807,28.4,14.1,2.7,2.6,23.9,0.078,-1.1,3.2,2012,0.301435407,0.065992369
1,21,920,0.220253165,2012,Jared Sullinger,PF,Ohio State,BOS,Boston Celtics,5,269,6532,2893,2006,477,0.436,0.272,0.723,24.3,10.8,7.5,1.8,15.3,0.113,-0.4,2.7,2012,0.198564593,-0.021688571
1,22,860,0.205063291,2012,Fab Melo,C,Syracuse,BOS,Boston Celtics ,1,6,36,7,3,0,0.5,,0.25,6,1.2,0.5,0,0,0.021,-7.6,-0.1,2012,0.015550239,-0.189513052
1,23,800,0.189873418,2012,John Jenkins,SG,Vanderbilt,ATL,Atlanta Hawks,6,171,2183,855,250,138,0.441,0.367,0.847,12.8,5,1.5,0.8,3,0.065,-1.9,0.1,2012,0.051435407,-0.138438011
1,24,750,0.17721519,2012,Jared Cunningham,SG,Oregon State,CLE,Dallas Mavericks,4,84,605,197,56,39,0.347,0.306,0.674,7.2,2.3,0.7,0.5,0.2,0.017,-5.7,-0.6,2012,0.017942584,-0.159272606
1,25,700,0.164556962,2012,Tony Wroten,PG,Washington,MEM,Vancouver/Memphis Grizzlies,4,145,3076,1604,363,437,0.413,0.231,0.647,21.2,11.1,2.5,3,-1.3,-0.021,-3.4,-1.1,2012,0,-0.164556962
1,26,660,0.15443038,2012,Miles Plumlee,C,Duke,IND,Indiana Pacers,7,346,5658,1697,1562,178,0.542,,0.543,16.4,4.9,4.5,0.5,10.6,0.09,-1.9,0.2,2012,0.142344498,-0.012085882
1,27,620,0.144303797,2012,Arnett Moultrie,PF,Mississippi State,MIA,Philadelphia 76ers,2,59,729,210,180,12,0.547,,0.667,12.4,3.6,3.1,0.2,1.7,0.113,-2.8,-0.1,2012,0.035885167,-0.10841863
1,28,570,0.13164557,2012,Perry Jones III,SF,Baylor,OKC,Seattle/Oklahoma City Thunder ,3,143,1675,488,252,54,0.42,0.293,0.66,11.7,3.4,1.8,0.4,1.7,0.048,-3.5,-0.6,2012,0.035885167,-0.095760402
1,29,520,0.118987342,2012,Marquis Teague,PG,Kentucky,CHI,Chicago Bulls,3,91,909,217,90,134,0.343,0.222,0.661,10,2.4,1,1.5,-0.9,-0.045,-6.5,-1,2012,0.004784689,-0.114202653
1,30,470,0.106329114,2012,Festus Ezeli,C,Vanderbilt,GSW,Golden State Warriors ,3,170,2394,712,725,63,0.513,,0.557,14.1,4.2,4.3,0.4,5.9,0.119,-2,0,2012,0.086124402,-0.020204712
2,31,360,0.078481013,2012,Jeffery Taylor,SF,Vanderbilt,CHA,Charlotte Hornets/Bobcats,3,132,2566,807,263,107,0.409,0.319,0.665,19.4,6.1,2,0.8,1.3,0.024,-4.2,-1.5,2012,0.031100478,-0.047380534
2,32,350,0.075949367,2012,Tomáš Satoranský,SG,,WAS,Washington Bullets/Wizards,4,275,6404,2031,849,1131,0.469,0.369,0.817,23.3,7.4,3.1,4.1,13.8,0.103,-0.6,2.3,2012,0.18062201,0.104672642
2,33,330,0.070886076,2012,Bernard James,C,Florida State,CLE,Dallas Mavericks,3,92,761,203,212,13,0.497,0,0.68,8.3,2.2,2.3,0.1,1.9,0.117,-1.8,0,2012,0.038277512,-0.032608564
2,34,320,0.06835443,2012,Jae Crowder,SF,Marquette,CLE,Dallas Mavericks,8,601,14848,5739,2474,921,0.419,0.336,0.779,24.7,9.5,4.1,1.5,31.9,0.103,0.1,7.8,2012,0.397129187,0.328774756
2,35,300,0.063291139,2012,Draymond Green*,PF,Michigan State,GSW,Golden State Warriors ,8,576,16201,5170,3966,2855,0.435,0.319,0.71,28.1,9,6.9,5,44.4,0.132,2.8,19.5,2012,0.546650718,0.483359578
2,36,290,0.060759494,2012,Orlando Johnson,SG,UC Santa Barbara,SAC,Indiana Pacers,3,103,1112,329,180,69,0.358,0.311,0.727,10.8,3.2,1.7,0.7,1.4,0.059,-2.4,-0.1,2012,0.032296651,-0.028462843
2,37,280,0.058227848,2012,Quincy Acy,PF,Baylor,TOR,Toronto Raptors,7,337,5392,1642,1179,217,0.444,0.35,0.759,16,4.9,3.5,0.6,8.7,0.078,-2,-0.1,2012,0.119617225,0.061389377
2,38,270,0.055696203,2012,Quincy Miller,SF,Baylor,DEN,Denver Nuggets ,3,69,934,295,169,37,0.35,0.292,0.706,13.5,4.3,2.4,0.5,-0.1,-0.003,-3.9,-0.5,2012,0.014354067,-0.041342136
2,39,250,0.050632911,2012,Khris Middleton+,SF,Texas A&M,DET,Detroit Pistons,8,510,16082,8288,2363,1693,0.458,0.392,0.874,31.5,16.3,4.6,3.3,38.3,0.114,0.5,10.2,2012,0.473684211,0.423051299
2,40,240,0.048101266,2012,Will Barton,SG,Memphis,POR,Portland Trail Blazers ,8,496,12110,5492,2089,1248,0.434,0.347,0.786,24.4,11.1,4.2,2.5,20.9,0.083,0,6.2,2012,0.265550239,0.217448973
2,41,230,0.04556962,2012,Tyshawn Taylor,PG,Kansas,POR,New Jersey/Brooklyn Nets ,2,61,491,174,33,57,0.354,0.36,0.684,8,2.9,0.5,0.9,-0.9,-0.088,-8.1,-0.8,2012,0.004784689,-0.040784931
2,42,220,0.043037975,2012,Doron Lamb,SG,Kentucky,MIL,Milwaukee Bucks,2,100,1272,345,95,75,0.381,0.394,0.7,12.7,3.5,1,0.8,0.1,0.005,-5.8,-1.2,2012,0.016746411,-0.026291563
2,43,210,0.040506329,2012,Mike Scott,PF,Virginia,ATL,Atlanta Hawks ,8,499,8242,3473,1584,451,0.458,0.363,0.76,16.5,7,3.2,0.9,15.4,0.089,-1.7,0.7,2012,0.199760766,0.159254436
2,44,200,0.037974684,2012,Kim English,SG,Missouri,DET,Detroit Pistons ,1,41,407,119,37,26,0.375,0.28,0.724,9.9,2.9,0.9,0.6,0.2,0.021,-4.2,-0.2,2012,0.017942584,-0.0200321
2,45,190,0.035443038,2012,Justin Hamilton,C,LSU,PHI,Miami Heat,3,113,1961,687,403,91,0.464,0.309,0.798,17.4,6.1,3.6,0.8,3.7,0.091,-0.9,0.5,2012,0.059808612,0.024365574
2,46,180,0.032911392,2012,Darius Miller,SF,Kentucky,NOH,New Orleans Hornets/Pelicans,5,253,5161,1524,423,346,0.418,0.382,0.83,20.4,6,1.7,1.4,5.9,0.055,-2.5,-0.7,2012,0.086124402,0.05321301
2,47,170,0.030379747,2012,Kevin Murphy,SG,Tennessee Technological University,UTA,New Orleans Hornets/Pelicans,1,17,52,15,4,2,0.25,0.2,,3.1,0.9,0.2,0.1,-0.3,-0.272,-16.8,-0.2,2012,0.011961722,-0.018418024
2,48,160,0.027848101,2012,Kostas Papanikolaou,SF,,NYK,New Orleans Hornets/Pelicans,2,69,1089,249,158,101,0.354,0.297,0.688,15.8,3.6,2.3,1.5,0.3,0.015,-2.7,-0.2,2012,0.019138756,-0.008709345
2,49,150,0.025316456,2012,Kyle O'Quinn,PF,Norfolk State,ORL,New Orleans Hornets/Pelicans,8,469,6659,2553,2148,627,0.517,0.225,0.739,14.2,5.4,4.6,1.3,17.6,0.127,0.9,4.8,2012,0.226076555,0.200760099
2,50,140,0.02278481,2012,?zzet Türky?lmaz#,PF,,DEN,New Orleans Hornets/Pelicans,0,0,0,0,0,0,,,,,,,,0,,,0,2012,0.015550239,-0.007234571
2,51,130,0.020253165,2012,Kris Joseph,SF,Syracuse,BOS,New Orleans Hornets/Pelicans,1,10,54,9,7,1,0.143,0,0.625,5.4,0.9,0.7,0.1,-0.1,-0.127,-9.9,-0.1,2012,0.014354067,-0.005899098
2,52,120,0.017721519,2012,Ognjen Kuzmi?,C,,GSW,New Orleans Hornets/Pelicans,2,37,164,35,38,8,0.52,,0.6,4.4,0.9,1,0.2,0.2,0.061,-5.6,-0.2,2012,0.017942584,0.000221065
2,53,110,0.015189873,2012,Furkan Aldemir,PF,,LAC,Los Angeles Clippers,1,41,540,93,176,28,0.513,0,0.481,13.2,2.3,4.3,0.7,1.4,0.122,-3.6,-0.2,2012,0.032296651,0.017106777
2,54,100,0.012658228,2012,Tornike Shengelia,SF,,PHI,New Jersey/Brooklyn Nets ,2,45,247,59,39,17,0.451,0.125,0.5,5.5,1.3,0.9,0.4,-0.2,-0.032,-7,-0.3,2012,0.013157895,0.000499667
2,55,90,0.010126582,2012,Darius Johnson-Odom,SG,Marquette,DAL,Los Angeles Lakers,2,7,21,0,6,2,0,0,0,3,0,0.9,0.3,-0.3,-0.597,-25.5,-0.1,2012,0.011961722,0.00183514
2,56,90,0.010126582,2012,Tomislav Zub?i?#,PF,,TOR,Toronto Raptors ,0,0,0,0,0,0,,,,,,,,0,,,0,2012,0.015550239,0.005423657
2,57,80,0.007594937,2012,?lkan Karaman#,PF,,NJN,New Jersey/Brooklyn Nets ,0,0,0,0,0,0,,,,,,,,0,,,0,2012,0.015550239,0.007955303
2,58,70,0.005063291,2012,Robbie Hummel,SF,Purdue,MIN,Minnesota Timberwolves ,2,98,1397,379,266,50,0.418,0.343,0.867,14.3,3.9,2.7,0.5,1.9,0.066,-3.1,-0.4,2012,0.038277512,0.033214221
2,59,60,0.002531646,2012,Marcus Denmon#,PG,Missouri,SAS,San Antonio Spurs,0,0,0,0,0,0,,,,,,,,0,,,0,2012,0.015550239,0.013018594
2,60,50,0,2012,Robert Sacre,C,Gonzaga,LAL,Los Angeles Lakers ,4,189,2745,787,593,126,0.436,0,0.671,14.5,4.2,3.1,0.7,2.4,0.042,-4,-1.4,2012,0.044258373,0.044258373
1,1,4000,1,2011,Kyrie Irving*~,PG,Duke,CLE,Cleveland Cavaliers ,9,528,17827,11842,1955,3012,0.466,0.39,0.877,33.8,22.4,3.7,5.7,61.3,0.165,4.5,29.2,2011,0.823607427,-0.176392573
1,2,3100,0.772151899,2011,Derrick Williams,SF/PF,Arizona,MIN,Minnesota Timberwolves,7,428,8864,3809,1693,293,0.434,0.3,0.71,20.7,8.9,4,0.7,14.1,0.076,-1.6,0.8,2011,0.197612732,-0.574539167
1,3,2670,0.663291139,2011,Enes Kanter,C,,UTA,Utah Jazz ,9,634,13840,7362,4830,539,0.542,0.287,0.776,21.8,11.6,7.6,0.9,43.4,0.151,-0.2,6.3,2011,0.586206897,-0.077084243
1,4,2410,0.597468354,2011,Tristan Thompson,C/PF,Texas,CLE,Cleveland Cavaliers,9,619,17372,5839,5393,624,0.518,0.281,0.61,28.1,9.4,8.7,1,43.1,0.119,-1.6,1.9,2011,0.582228117,-0.015240238
1,5,2240,0.55443038,2011,Jonas Valan?i?nas,C,,TOR,Toronto Raptors,8,551,13931,6825,4860,500,0.562,0.361,0.781,25.3,12.4,8.8,0.9,51.5,0.177,0.7,9.6,2011,0.693633952,0.139203573
1,6,2110,0.521518987,2011,Jan Veselý,PF,,WAS,Washington Bullets/Wizards,3,162,2455,590,562,96,0.521,0,0.408,15.2,3.6,3.5,0.6,4,0.078,-2.6,-0.4,2011,0.063660477,-0.45785851
1,7,2000,0.493670886,2011,Bismack Biyombo,C,,SAC,Charlotte Hornets/Bobcats,9,636,12864,3273,3968,338,0.52,0,0.575,20.2,5.1,6.2,0.5,25.3,0.095,-2.6,-1.9,2011,0.346153846,-0.14751704
1,8,1910,0.470886076,2011,Brandon Knight,PG,Kentucky,DET,Detroit Pistons,8,446,13137,6269,1377,1769,0.411,0.353,0.806,29.5,14.1,3.1,4,11.5,0.042,-1.6,1.5,2011,0.163129973,-0.307756102
1,9,1830,0.450632911,2011,Kemba Walker*,PG,UConn,CHA,Charlotte Hornets/Bobcats,9,655,22199,13069,2521,3555,0.418,0.36,0.838,33.9,20,3.8,5.4,54,0.117,2.9,27.5,2011,0.726790451,0.27615754
1,10,1720,0.42278481,2011,Jimmer Fredette,PG/SG,BYU,MIL,Sacramento Kings,6,241,3213,1438,243,331,0.409,0.372,0.879,13.3,6,1,1.4,2.2,0.033,-2.5,-0.4,2011,0.039787798,-0.382997012
1,11,1600,0.392405063,2011,Klay Thompson*,SG,Washington State,GSW,Golden State Warriors,8,615,20340,11995,2130,1416,0.459,0.419,0.848,33.1,19.5,3.5,2.3,46.8,0.11,0.7,14.2,2011,0.631299735,0.238894671
1,12,1500,0.367088608,2011,Alec Burks,SG,Colorado,UTA,Utah Jazz,9,488,10664,4980,1566,900,0.42,0.358,0.792,21.9,10.2,3.2,1.8,15.9,0.072,-1.2,2.2,2011,0.221485411,-0.145603196
1,13,1400,0.341772152,2011,Markieff Morris,PF,Kansas,PHO,Phoenix Suns,9,631,16145,7250,3384,1054,0.448,0.344,0.778,25.6,11.5,5.4,1.7,24.9,0.074,-1.3,2.9,2011,0.340848806,-0.000923346
1,14,1320,0.321518987,2011,Marcus Morris,PF/SF,Kansas,HOU,Houston Rockets,9,600,16181,7248,2795,905,0.431,0.367,0.759,27,12.1,4.7,1.5,30,0.089,-0.5,6,2011,0.408488064,0.086969076
1,15,1240,0.301265823,2011,Kawhi Leonard*,SF,San Diego State,IND,San Antonio Spurs,9,518,16047,9620,3323,1377,0.491,0.381,0.854,31,18.6,6.4,2.7,73.4,0.22,6.8,35.7,2011,0.984084881,0.682819058
1,16,1180,0.286075949,2011,Nikola Vu?evi?+,C,USC,PHI,Philadelphia 76ers,9,590,17868,9463,6033,1512,0.499,0.331,0.745,30.3,16,10.2,2.6,47.2,0.127,1.9,17.7,2011,0.636604775,0.350528825
1,17,1130,0.273417722,2011,Iman Shumpert,SG,Georgia Tech,NYK,New York Knicks,9,459,11459,3318,1533,845,0.392,0.338,0.764,25,7.2,3.3,1.8,12.9,0.054,-1.7,0.9,2011,0.181697613,-0.091720109
1,18,1080,0.260759494,2011,Chris Singleton,SF,Florida State,WAS,Washington Bullets/Wizards,3,148,2605,612,472,92,0.376,0.319,0.633,17.6,4.1,3.2,0.6,2.3,0.042,-3.2,-0.8,2011,0.041114058,-0.219645435
1,19,1030,0.248101266,2011,Tobias Harris,SF,Tennessee,CHA,Milwaukee Bucks,9,611,18835,9694,3690,1234,0.471,0.364,0.82,30.8,15.9,6,2,45,0.115,0.9,13.8,2011,0.607427056,0.35932579
1,20,980,0.235443038,2011,Donatas Motiej?nas,PF,,MIN,Houston Rockets,6,251,4566,1832,952,269,0.469,0.3,0.597,18.2,7.3,3.8,1.1,7.1,0.075,-2.5,-0.5,2011,0.104774536,-0.130668502
1,21,920,0.220253165,2011,Nolan Smith,PG,Duke,POR,Portland Trail Blazers,2,84,829,277,83,97,0.371,0.26,0.714,9.9,3.3,1,1.2,-0.8,-0.047,-6,-0.8,2011,0,-0.220253165
1,22,860,0.205063291,2011,Kenneth Faried,PF,Morehead State University,DEN,Denver Nuggets,8,478,11728,5430,3884,470,0.546,0.222,0.654,24.5,11.4,8.1,1,38.8,0.159,0.5,7.5,2011,0.525198939,0.320135648
1,23,800,0.189873418,2011,Nikola Miroti?,PF,,HOU,Chicago Bulls,5,319,7718,3910,1894,407,0.423,0.359,0.808,24.2,12.3,5.9,1.3,20.8,0.129,1.6,7.1,2011,0.286472149,0.096598731
1,24,750,0.17721519,2011,Reggie Jackson,PG,Boston College,OKC,Seattle/Oklahoma City Thunder ,9,553,13933,7129,1634,2431,0.428,0.336,0.857,25.2,12.9,3,4.4,29.1,0.1,0.5,8.7,2011,0.396551724,0.219336534
1,25,700,0.164556962,2011,MarShon Brooks,SG,Providence,BOS,New Jersey/Brooklyn Nets ,5,200,3456,1592,424,282,0.447,0.345,0.751,17.3,8,2.1,1.4,3.3,0.046,-1.6,0.4,2011,0.054376658,-0.110180304
1,26,660,0.15443038,2011,Jordan Hamilton,SG,Texas,DAL,Denver Nuggets,5,151,2100,890,429,127,0.408,0.357,0.67,13.9,5.9,2.8,0.8,3,0.069,-0.1,1,2011,0.050397878,-0.104032502
1,27,620,0.144303797,2011,JaJuan Johnson,PF,Purdue,NJN,Boston Celtics,1,36,298,114,58,6,0.446,,0.667,8.3,3.2,1.6,0.2,0.2,0.032,-3.9,-0.1,2011,0.013262599,-0.131041198
1,28,570,0.13164557,2011,Norris Cole,PG,Cleveland State University,CHI,Miami Heat,6,360,8018,2506,702,981,0.407,0.324,0.743,22.3,7,2,2.7,3,0.018,-4.1,-4.1,2011,0.050397878,-0.081247692
1,29,520,0.118987342,2011,Cory Joseph,PG,Texas,SAS,San Antonio Spurs,9,592,12894,4070,1526,1703,0.441,0.331,0.766,21.8,6.9,2.6,2.9,24,0.089,-0.8,3.9,2011,0.328912467,0.209925125
1,30,470,0.106329114,2011,Jimmy Butler*,SG,Marquette,CHI,Chicago Bulls,9,577,19080,9823,2936,2136,0.454,0.333,0.835,33.1,17,5.1,3.7,74.6,0.188,4.2,29.7,2011,1,0.893670886
2,31,360,0.078481013,2011,Bojan Bogdanovi?,SF/SG,,MIA,New Jersey/Brooklyn Nets ,6,462,13172,6570,1607,689,0.46,0.394,0.858,28.5,14.2,3.5,1.5,22.7,0.083,-1.1,2.9,2011,0.311671088,0.233190075
2,32,350,0.075949367,2011,Justin Harper,PF,Richmond,CLE,Orlando Magic,3,22,150,45,18,4,0.34,0.276,0.333,6.8,2,0.8,0.2,-0.3,-0.093,-8.7,-0.2,2011,0.0066313,-0.069318067
2,33,330,0.070886076,2011,Kyle Singler,SF,Duke,DET,Detroit Pistons ,6,356,7794,2326,1026,272,0.418,0.362,0.786,21.9,6.5,2.9,0.8,10,0.062,-2.5,-0.9,2011,0.143236074,0.072349998
2,34,320,0.06835443,2011,Shelvin Mack,PG,Butler,WAS,Washington Bullets/Wizards,8,456,8392,2997,894,1421,0.423,0.33,0.731,18.4,6.6,2,3.1,10.3,0.059,-1.9,0.1,2011,0.147214854,0.078860424
2,35,300,0.063291139,2011,Tyler Honeycutt,SF,UCLA,SAC,Sacramento Kings,2,24,120,28,24,9,0.314,0.2,0.714,5,1.2,1,0.4,-0.1,-0.049,-5.1,-0.1,2011,0.00928382,-0.05400732
2,36,290,0.060759494,2011,Jordan Williams,PF,Maryland,NJN,New Jersey/Brooklyn Nets ,1,43,635,197,156,11,0.507,,0.652,14.8,4.6,3.6,0.3,1.3,0.101,-2.1,0,2011,0.027851459,-0.032908035
2,37,280,0.058227848,2011,Trey Thompkins,PF,Georgia,LAC,Los Angeles Clippers ,1,24,119,57,24,3,0.393,0.308,0.714,5,2.4,1,0.1,0,0.004,-5.7,-0.1,2011,0.01061008,-0.047617769
2,38,270,0.055696203,2011,Chandler Parsons,SF,Florida,HOU,Houston Rockets ,9,440,13246,5571,1972,1201,0.462,0.373,0.713,30.1,12.7,4.5,2.7,28.9,0.105,1.1,10.2,2011,0.393899204,0.338203002
2,39,250,0.050632911,2011,Jeremy Tyler,PF,,CHA,Golden State Warriors,3,104,1034,373,269,25,0.45,0,0.557,9.9,3.6,2.6,0.2,0.3,0.014,-7,-1.3,2011,0.014588859,-0.036044052
2,40,240,0.048101266,2011,Jon Leuer,PF,Wisconsin,MIL,Milwaukee Bucks,8,377,5945,2395,1426,301,0.484,0.328,0.767,15.8,6.4,3.8,0.8,13.2,0.107,-0.7,2,2011,0.185676393,0.137575127
2,41,230,0.04556962,2011,Darius Morris,PG,Michigan,LAL,Los Angeles Lakers ,4,132,1464,430,126,189,0.384,0.322,0.63,11.1,3.3,1,1.4,-0.3,-0.01,-5.1,-1.2,2011,0.0066313,-0.038938321
2,42,220,0.043037975,2011,D?vis Bert?ns,SF,,IND,San Antonio Spurs,4,274,5109,2199,760,312,0.441,0.411,0.849,18.6,8,2.8,1.1,12.8,0.12,1.2,4.2,2011,0.180371353,0.137333378
2,43,210,0.040506329,2011,Malcolm Lee,SG,UCLA,CHI,Minnesota Timberwolves,3,36,534,140,65,51,0.382,0.294,0.703,14.8,3.9,1.8,1.4,0.4,0.04,-2.5,-0.1,2011,0.015915119,-0.02459121
2,44,200,0.037974684,2011,Charles Jenkins,PG,Hofstra,GSW,Golden State Warriors ,2,110,1334,408,100,214,0.434,0.182,0.754,12.1,3.7,0.9,1.9,0.5,0.017,-4.5,-0.8,2011,0.017241379,-0.020733304
2,45,190,0.035443038,2011,Josh Harrellson,C,Kentucky,NOH,New York Knicks,3,75,888,265,227,26,0.438,0.347,0.629,11.8,3.5,3,0.3,2.1,0.116,-0.4,0.4,2011,0.038461538,0.0030185
2,46,180,0.032911392,2011,Andrew Goudelock,PG,College of Charleston,LAL,Los Angeles Lakers ,3,49,475,197,34,24,0.393,0.345,0.875,9.7,4,0.7,0.5,0,0.003,-5,-0.3,2011,0.01061008,-0.022301313
2,47,170,0.030379747,2011,Travis Leslie,SG,Georgia,LAC,Los Angeles Clippers ,1,10,45,14,9,5,0.357,,0.444,4.5,1.4,0.9,0.5,0.1,0.06,-0.3,0,2011,0.01193634,-0.018443407
2,48,160,0.027848101,2011,Keith Benson,C,Oakland,ATL,Atlanta Hawks,1,3,9,0,3,0,0,,,3,0,1,0,0,-0.005,-7.7,0,2011,0.01061008,-0.017238022
2,49,150,0.025316456,2011,Josh Selby,PG,Kansas,MEM,Vancouver/Memphis Grizzlies,2,38,296,83,20,34,0.33,0.143,0.72,7.8,2.2,0.5,0.9,-0.7,-0.113,-9.5,-0.6,2011,0.00132626,-0.023990196
2,50,140,0.02278481,2011,Lavoy Allen,PF,Temple,PHI,Philadelphia 76ers ,6,388,6905,1847,1843,384,0.471,0.133,0.682,17.8,4.8,4.8,1,13.8,0.096,-2.1,-0.1,2011,0.193633952,0.170849142
2,51,130,0.020253165,2011,Jon Diebler#,SG,Ohio State,POR,Portland Trail Blazers,0,0,0,0,0,0,,,,,,,,0,,,0,2011,0.01061008,-0.009643085
2,52,120,0.017721519,2011,Vernon Macklin,PF,Florida,DET,Detroit Pistons ,1,23,135,46,34,5,0.543,,0.571,5.9,2,1.5,0.2,0.5,0.161,1.2,0.1,2011,0.017241379,-0.00048014
2,53,110,0.015189873,2011,DeAndre Liggins,SG,Kentucky,ORL,Orlando Magic,5,177,1907,346,252,122,0.402,0.352,0.549,10.8,2,1.4,0.7,1.6,0.04,-2.2,-0.1,2011,0.031830239,0.016640365
2,54,100,0.012658228,2011,Milan Ma?van#,PF,,CLE,Cleveland Cavaliers ,0,0,0,0,0,0,,,,,,,,0,,,0,2011,0.01061008,-0.002048148
2,55,90,0.010126582,2011,E'Twaun Moore,SG,Purdue,BOS,Boston Celtics,9,566,12113,4581,1155,1010,0.455,0.39,0.737,21.4,8.1,2,1.8,14.4,0.057,-1.9,0.3,2011,0.201591512,0.19146493
2,56,90,0.010126582,2011,Chukwudiebere Maduabum#,PF,,LAL,Denver Nuggets,0,0,0,0,0,0,,,,,,,,0,,,0,2011,0.01061008,0.000483497
2,57,80,0.007594937,2011,Tanguy Ngombo#,SF,,DAL,Portland Trail Blazers,0,0,0,0,0,0,,,,,,,,0,,,0,2011,0.01061008,0.003015143
2,58,70,0.005063291,2011,Ater Majok#,PF,,LAL,Los Angeles Lakers ,0,0,0,0,0,0,,,,,,,,0,,,0,2011,0.01061008,0.005546788
2,59,60,0.002531646,2011,Ádám Hanga#,SG,,SAS,San Antonio Spurs,0,0,0,0,0,0,,,,,,,,0,,,0,2011,0.01061008,0.008078434
2,60,50,0,2011,Isaiah Thomas*,PG,Washington,SAC,Sacramento Kings ,9,525,15182,9508,1288,2599,0.436,0.364,0.872,28.9,18.1,2.5,5,45.3,0.143,2.3,16.5,2011,0.611405836,0.611405836
1,1,4000,1,2010,John Wall*,PG,Kentucky,WAS,Washington Bullets/Wizards,9,573,20545,10879,2483,5282,0.433,0.324,0.781,35.9,19,4.3,9.2,44.3,0.104,2.6,23.6,2010,0.642135642,-0.357864358
1,2,3100,0.772151899,2010,Evan Turner,SF/SG,Ohio State,PHI,Philadelphia 76ers,10,705,18938,6824,3278,2462,0.434,0.294,0.782,26.9,9.7,4.6,3.5,20.2,0.051,-1.9,0.5,2010,0.294372294,-0.477779604
1,3,2670,0.663291139,2010,Derrick Favors,PF,Georgia Tech,NJN,New Jersey/Brooklyn Nets ,10,677,17356,7735,4992,776,0.53,0.207,0.662,25.6,11.4,7.4,1.1,53.3,0.147,0.9,12.7,2010,0.772005772,0.108714633
1,4,2410,0.597468354,2010,Wesley Johnson,SF,Syracuse,MIN,Minnesota Timberwolves,9,609,13472,4235,1924,645,0.404,0.337,0.741,22.1,7,3.2,1.1,10.7,0.038,-1.6,1.2,2010,0.157287157,-0.440181197
1,5,2240,0.55443038,2010,DeMarcus Cousins*,C,Kentucky,SAC,Sacramento Kings,9,565,18078,12006,6131,1832,0.461,0.332,0.737,32,21.2,10.9,3.2,44.1,0.117,2.6,21.1,2010,0.639249639,0.08481926
1,6,2110,0.521518987,2010,Ekpe Udoh,C,Baylor,GSW,Golden State Warriors,7,384,5694,1353,1100,260,0.453,0,0.718,14.8,3.5,2.9,0.7,10.4,0.088,-1.4,0.8,2010,0.152958153,-0.368560834
1,7,2000,0.493670886,2010,Greg Monroe,PF,Georgetown,DET,Detroit Pistons,9,632,17475,8326,5229,1354,0.514,0.059,0.704,27.7,13.2,8.3,2.1,49.7,0.136,1.4,15.2,2010,0.72005772,0.226386834
